"","index","batter","zone_1","zone_2","zone_3","zone_4","zone_5","zone_6","zone_7","zone_8","zone_9","next1_avg","next1_bbpa","next1_iso","next1_hits","next1_hr","next1_ops","next1_stkout","next1_rbi","next2_avg","next2_bbpa","next2_iso","next2_hits","next2_hr","next2_ops","next2_stkout","next2_rbi","cur_avg","cur_bbpa","cur_iso","cur_hits","cur_hr","cur_ops","cur_stkout","cur_rbi","CU_miss","FA_miss","SL_miss","bats_l","pitch_count","mon_third","mon_second","mon_first","scoreStd","target_vertical","target_horizontal","target_type","outs_when_up_0","outs_when_up_1","outs_when_up_2","strikes_0","strikes_1","strikes_2","balls_0","balls_1","balls_2","balls_3","at_bat_pitch_count_0","at_bat_pitch_count_1","at_bat_pitch_count_2","at_bat_pitch_count_3","at_bat_pitch_count_4","at_bat_pitch_count_5","at_bat_pitch_count_6","at_bat_pitch_count_7","at_bat_pitch_count_8","at_bat_pitch_count_9","at_bat_pitch_count_10","at_bat_pitch_count_11","at_bat_pitch_count_12","lp_type_CH","lp_type_CT","lp_type_CU","lp_type_FA","lp_type_IB","lp_type_ND","lp_type_SL","lp_type_NA","inning_1","inning_2","inning_3","inning_4","inning_5","inning_6","inning_7","inning_8","inning_9","lp_horizontal_umpLeft","lp_horizontal_umpMiddle","lp_horizontal_umpRight","lp_vertical_high","lp_vertical_low","lp_vertical_middle"
"2122",3138,572114,0.0169491525423729,0.0545454545454545,0,0.0510204081632653,0.0487804878048781,0.0125,0.0588235294117647,0.0816326530612245,0.0192307692307692,0.125,0,0.042,3,0,0.321,7,1,0.242,0.054,0.071,81,2,0.606,59,26,0.217,0.127,0.316,60,20,0.869,105,51,0.0738255033557047,0.104665825977301,0.117154811715481,1,80,-1,-1,-1,10,"high","umpMiddle","FA",-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1
"2123",3139,595978,0.032258064516129,0.1,0.0666666666666667,0.0588235294117647,0.0461538461538462,0.0384615384615385,0.16,0.0303030303030303,0.0625,0.242,0.054,0.071,81,2,0.606,59,26,0.25,0,0,2,0,0.5,1,1,0.125,0,0.042,3,0,0.321,7,1,0.116279069767442,0.102040816326531,0.218543046357616,-1,81,-1,-1,-1,10,"low","umpMiddle","FA",-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1
"2124",3140,595978,0.032258064516129,0.1,0.0666666666666667,0.0588235294117647,0.0461538461538462,0.0384615384615385,0.16,0.0303030303030303,0.0625,0.242,0.054,0.071,81,2,0.606,59,26,0.25,0,0,2,0,0.5,1,1,0.125,0,0.042,3,0,0.321,7,1,0.116279069767442,0.102040816326531,0.218543046357616,-1,82,-1,-1,-1,10,"middle","umpRight","CU",-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1
"2125",3141,595978,0.032258064516129,0.1,0.0666666666666667,0.0588235294117647,0.0461538461538462,0.0384615384615385,0.16,0.0303030303030303,0.0625,0.242,0.054,0.071,81,2,0.606,59,26,0.25,0,0,2,0,0.5,1,1,0.125,0,0.042,3,0,0.321,7,1,0.116279069767442,0.102040816326531,0.218543046357616,-1,83,-1,-1,-1,10,"low","umpRight","FA",-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1
"2126",3142,595978,0.032258064516129,0.1,0.0666666666666667,0.0588235294117647,0.0461538461538462,0.0384615384615385,0.16,0.0303030303030303,0.0625,0.242,0.054,0.071,81,2,0.606,59,26,0.25,0,0,2,0,0.5,1,1,0.125,0,0.042,3,0,0.321,7,1,0.116279069767442,0.102040816326531,0.218543046357616,-1,84,-1,-1,-1,10,"low","umpRight","SL",-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
"2127",3143,453568,0.033003300330033,0.075098814229249,0.077720207253886,0.0753138075313808,0.11436170212766,0.113333333333333,0.106521739130435,0.0919282511210762,0.0825082508250825,0.348,0.104,0.147,192,11,0.911,80,66,0.295,0.098,0.275,182,41,0.932,103,133,0.324,0.067,0.229,187,29,0.933,102,82,0.0646950092421442,0.0512486427795874,0.0883534136546185,1,1,-1,-1,-1,0,"high","umpLeft","FA",1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
"2128",3144,453568,0.033003300330033,0.075098814229249,0.077720207253886,0.0753138075313808,0.11436170212766,0.113333333333333,0.106521739130435,0.0919282511210762,0.0825082508250825,0.348,0.104,0.147,192,11,0.911,80,66,0.295,0.098,0.275,182,41,0.932,103,133,0.324,0.067,0.229,187,29,0.933,102,82,0.0646950092421442,0.0512486427795874,0.0883534136546185,1,2,-1,-1,-1,0,"low","umpMiddle","SL",1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1
"2129",3145,453568,0.033003300330033,0.075098814229249,0.077720207253886,0.0753138075313808,0.11436170212766,0.113333333333333,0.106521739130435,0.0919282511210762,0.0825082508250825,0.348,0.104,0.147,192,11,0.911,80,66,0.295,0.098,0.275,182,41,0.932,103,133,0.324,0.067,0.229,187,29,0.933,102,82,0.0646950092421442,0.0512486427795874,0.0883534136546185,1,3,-1,-1,-1,0,"low","umpLeft","SL",1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"2130",3146,518934,0.0841121495327103,0.0600706713780919,0.0591133004926108,0.0977653631284916,0.118055555555556,0.0851063829787234,0.106824925816024,0.0924574209245742,0.0988235294117647,0.295,0.098,0.275,182,41,0.932,103,133,0.272,0.084,0.295,101,27,0.908,130,72,0.348,0.104,0.147,192,11,0.911,80,66,0.0476190476190476,0.0500815280689495,0.0867537313432836,-1,4,-1,-1,-1,0,"high","umpLeft","FA",-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1
"2131",3147,518934,0.0841121495327103,0.0600706713780919,0.0591133004926108,0.0977653631284916,0.118055555555556,0.0851063829787234,0.106824925816024,0.0924574209245742,0.0988235294117647,0.295,0.098,0.275,182,41,0.932,103,133,0.272,0.084,0.295,101,27,0.908,130,72,0.348,0.104,0.147,192,11,0.911,80,66,0.0476190476190476,0.0500815280689495,0.0867537313432836,-1,5,-1,-1,-1,0,"high","umpLeft","SL",-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
"2132",3148,518934,0.0841121495327103,0.0600706713780919,0.0591133004926108,0.0977653631284916,0.118055555555556,0.0851063829787234,0.106824925816024,0.0924574209245742,0.0988235294117647,0.295,0.098,0.275,182,41,0.932,103,133,0.272,0.084,0.295,101,27,0.908,130,72,0.348,0.104,0.147,192,11,0.911,80,66,0.0476190476190476,0.0500815280689495,0.0867537313432836,-1,6,-1,-1,-1,0,"high","umpRight","FA",-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1
"2133",3149,518934,0.0841121495327103,0.0600706713780919,0.0591133004926108,0.0977653631284916,0.118055555555556,0.0851063829787234,0.106824925816024,0.0924574209245742,0.0988235294117647,0.295,0.098,0.275,182,41,0.932,103,133,0.272,0.084,0.295,101,27,0.908,130,72,0.348,0.104,0.147,192,11,0.911,80,66,0.0476190476190476,0.0500815280689495,0.0867537313432836,-1,7,-1,-1,-1,0,"low","umpRight","SL",-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"2134",3150,518934,0.0841121495327103,0.0600706713780919,0.0591133004926108,0.0977653631284916,0.118055555555556,0.0851063829787234,0.106824925816024,0.0924574209245742,0.0988235294117647,0.295,0.098,0.275,182,41,0.932,103,133,0.272,0.084,0.295,101,27,0.908,130,72,0.348,0.104,0.147,192,11,0.911,80,66,0.0476190476190476,0.0500815280689495,0.0867537313432836,-1,8,-1,-1,-1,0,"low","umpRight","SL",-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
"2135",3151,518934,0.0841121495327103,0.0600706713780919,0.0591133004926108,0.0977653631284916,0.118055555555556,0.0851063829787234,0.106824925816024,0.0924574209245742,0.0988235294117647,0.295,0.098,0.275,182,41,0.932,103,133,0.272,0.084,0.295,101,27,0.908,130,72,0.348,0.104,0.147,192,11,0.911,80,66,0.0476190476190476,0.0500815280689495,0.0867537313432836,-1,9,-1,-1,-1,0,"high","umpRight","FA",-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"2136",3152,518934,0.0841121495327103,0.0600706713780919,0.0591133004926108,0.0977653631284916,0.118055555555556,0.0851063829787234,0.106824925816024,0.0924574209245742,0.0988235294117647,0.295,0.098,0.275,182,41,0.932,103,133,0.272,0.084,0.295,101,27,0.908,130,72,0.348,0.104,0.147,192,11,0.911,80,66,0.0476190476190476,0.0500815280689495,0.0867537313432836,-1,10,-1,-1,-1,0,"middle","umpMiddle","SL",-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"2137",3153,571448,0.0523560209424084,0.0423728813559322,0.0278884462151394,0.056140350877193,0.0642458100558659,0.0926430517711172,0.104072398190045,0.0830769230769231,0.102040816326531,0.272,0.084,0.295,101,27,0.908,130,72,0.282,0.095,0.168,111,14,0.806,112,53,0.295,0.098,0.275,182,41,0.932,103,133,0.0900900900900901,0.0617215610296153,0.128775834658188,-1,11,-1,-1,-1,-1,"high","umpLeft","FA",-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
"2138",3154,571448,0.0523560209424084,0.0423728813559322,0.0278884462151394,0.056140350877193,0.0642458100558659,0.0926430517711172,0.104072398190045,0.0830769230769231,0.102040816326531,0.272,0.084,0.295,101,27,0.908,130,72,0.282,0.095,0.168,111,14,0.806,112,53,0.295,0.098,0.275,182,41,0.932,103,133,0.0900900900900901,0.0617215610296153,0.128775834658188,-1,12,-1,-1,-1,-1,"low","umpRight","CU",-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"2139",3155,571448,0.0523560209424084,0.0423728813559322,0.0278884462151394,0.056140350877193,0.0642458100558659,0.0926430517711172,0.104072398190045,0.0830769230769231,0.102040816326531,0.272,0.084,0.295,101,27,0.908,130,72,0.282,0.095,0.168,111,14,0.806,112,53,0.295,0.098,0.275,182,41,0.932,103,133,0.0900900900900901,0.0617215610296153,0.128775834658188,-1,13,-1,-1,-1,-1,"low","umpLeft","FA",-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"2140",3156,571448,0.0523560209424084,0.0423728813559322,0.0278884462151394,0.056140350877193,0.0642458100558659,0.0926430517711172,0.104072398190045,0.0830769230769231,0.102040816326531,0.272,0.084,0.295,101,27,0.908,130,72,0.282,0.095,0.168,111,14,0.806,112,53,0.295,0.098,0.275,182,41,0.932,103,133,0.0900900900900901,0.0617215610296153,0.128775834658188,-1,14,-1,-1,-1,-1,"low","umpMiddle","SL",-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"2141",3157,571448,0.0523560209424084,0.0423728813559322,0.0278884462151394,0.056140350877193,0.0642458100558659,0.0926430517711172,0.104072398190045,0.0830769230769231,0.102040816326531,0.272,0.084,0.295,101,27,0.908,130,72,0.282,0.095,0.168,111,14,0.806,112,53,0.295,0.098,0.275,182,41,0.932,103,133,0.0900900900900901,0.0617215610296153,0.128775834658188,-1,15,-1,-1,-1,-1,"high","umpMiddle","FA",-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
"2142",3158,571448,0.0523560209424084,0.0423728813559322,0.0278884462151394,0.056140350877193,0.0642458100558659,0.0926430517711172,0.104072398190045,0.0830769230769231,0.102040816326531,0.272,0.084,0.295,101,27,0.908,130,72,0.282,0.095,0.168,111,14,0.806,112,53,0.295,0.098,0.275,182,41,0.932,103,133,0.0900900900900901,0.0617215610296153,0.128775834658188,-1,16,-1,-1,-1,-1,"middle","umpRight","CU",-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"2143",3159,596115,0.0161290322580645,0.0240963855421687,0.0138888888888889,0.0344827586206897,0.0476190476190476,0.0423728813559322,0.0704225352112676,0.10377358490566,0.0630630630630631,0.282,0.095,0.168,111,14,0.806,112,53,0.253,0.024,0.146,93,7,0.67,73,39,0.272,0.084,0.295,101,27,0.908,130,72,0.0974358974358974,0.105653382761817,0.152,-1,17,-1,-1,-1,-1,"high","umpRight","FA",-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"2144",3160,596115,0.0161290322580645,0.0240963855421687,0.0138888888888889,0.0344827586206897,0.0476190476190476,0.0423728813559322,0.0704225352112676,0.10377358490566,0.0630630630630631,0.282,0.095,0.168,111,14,0.806,112,53,0.253,0.024,0.146,93,7,0.67,73,39,0.272,0.084,0.295,101,27,0.908,130,72,0.0974358974358974,0.105653382761817,0.152,-1,18,-1,-1,-1,-1,"low","umpLeft","FA",-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1
"2145",3161,596115,0.0161290322580645,0.0240963855421687,0.0138888888888889,0.0344827586206897,0.0476190476190476,0.0423728813559322,0.0704225352112676,0.10377358490566,0.0630630630630631,0.282,0.095,0.168,111,14,0.806,112,53,0.253,0.024,0.146,93,7,0.67,73,39,0.272,0.084,0.295,101,27,0.908,130,72,0.0974358974358974,0.105653382761817,0.152,-1,19,-1,-1,-1,-1,"low","umpMiddle","SL",-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"2146",3162,596115,0.0161290322580645,0.0240963855421687,0.0138888888888889,0.0344827586206897,0.0476190476190476,0.0423728813559322,0.0704225352112676,0.10377358490566,0.0630630630630631,0.282,0.095,0.168,111,14,0.806,112,53,0.253,0.024,0.146,93,7,0.67,73,39,0.272,0.084,0.295,101,27,0.908,130,72,0.0974358974358974,0.105653382761817,0.152,-1,20,-1,-1,-1,-1,"low","umpRight","FA",-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"2147",3163,596115,0.0161290322580645,0.0240963855421687,0.0138888888888889,0.0344827586206897,0.0476190476190476,0.0423728813559322,0.0704225352112676,0.10377358490566,0.0630630630630631,0.282,0.095,0.168,111,14,0.806,112,53,0.253,0.024,0.146,93,7,0.67,73,39,0.272,0.084,0.295,101,27,0.908,130,72,0.0974358974358974,0.105653382761817,0.152,-1,21,-1,-1,-1,-1,"low","umpRight","CU",-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"2148",3164,596115,0.0161290322580645,0.0240963855421687,0.0138888888888889,0.0344827586206897,0.0476190476190476,0.0423728813559322,0.0704225352112676,0.10377358490566,0.0630630630630631,0.282,0.095,0.168,111,14,0.806,112,53,0.253,0.024,0.146,93,7,0.67,73,39,0.272,0.084,0.295,101,27,0.908,130,72,0.0974358974358974,0.105653382761817,0.152,-1,22,-1,-1,-1,-1,"low","umpLeft","FA",-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1
"2149",3165,596115,0.0161290322580645,0.0240963855421687,0.0138888888888889,0.0344827586206897,0.0476190476190476,0.0423728813559322,0.0704225352112676,0.10377358490566,0.0630630630630631,0.282,0.095,0.168,111,14,0.806,112,53,0.253,0.024,0.146,93,7,0.67,73,39,0.272,0.084,0.295,101,27,0.908,130,72,0.0974358974358974,0.105653382761817,0.152,-1,23,-1,-1,-1,-1,"low","umpRight","SL",-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
"2150",3166,448602,0.0387096774193548,0.03125,0.00675675675675676,0.0641025641025641,0.104166666666667,0.0606060606060606,0.06282722513089,0.068259385665529,0.068870523415978,0.253,0.024,0.146,93,7,0.67,73,39,0.214,0.051,0.197,12,2,0.665,12,6,0.282,0.095,0.168,111,14,0.806,112,53,0.113733905579399,0.114305507447177,0.175521821631879,-1,24,-1,-1,-1,-1,"high","umpLeft","FA",1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"2151",3167,448602,0.0387096774193548,0.03125,0.00675675675675676,0.0641025641025641,0.104166666666667,0.0606060606060606,0.06282722513089,0.068259385665529,0.068870523415978,0.253,0.024,0.146,93,7,0.67,73,39,0.214,0.051,0.197,12,2,0.665,12,6,0.282,0.095,0.168,111,14,0.806,112,53,0.113733905579399,0.114305507447177,0.175521821631879,-1,25,-1,-1,-1,-1,"low","umpMiddle","CU",1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1
"2152",3168,448602,0.0387096774193548,0.03125,0.00675675675675676,0.0641025641025641,0.104166666666667,0.0606060606060606,0.06282722513089,0.068259385665529,0.068870523415978,0.253,0.024,0.146,93,7,0.67,73,39,0.214,0.051,0.197,12,2,0.665,12,6,0.282,0.095,0.168,111,14,0.806,112,53,0.113733905579399,0.114305507447177,0.175521821631879,-1,26,-1,-1,-1,-1,"high","umpRight","SL",1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"2153",3169,467827,0.0812182741116751,0.0729166666666667,0.0446428571428571,0.106382978723404,0.106896551724138,0.122340425531915,0.0851735015772871,0.108391608391608,0.0683229813664596,0.214,0.051,0.197,12,2,0.665,12,6,0.235,0.08,0.133,16,1,0.661,22,6,0.253,0.024,0.146,93,7,0.67,73,39,0.0841584158415842,0.0599929002484913,0.125333333333333,1,27,-1,-1,-1,-1,"low","umpRight","SL",-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"2154",3170,467827,0.0812182741116751,0.0729166666666667,0.0446428571428571,0.106382978723404,0.106896551724138,0.122340425531915,0.0851735015772871,0.108391608391608,0.0683229813664596,0.214,0.051,0.197,12,2,0.665,12,6,0.235,0.08,0.133,16,1,0.661,22,6,0.253,0.024,0.146,93,7,0.67,73,39,0.0841584158415842,0.0599929002484913,0.125333333333333,1,28,-1,-1,-1,-1,"low","umpRight","FA",-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"2155",3171,506924,0,0.0588235294117647,0.285714285714286,0,0.0588235294117647,0.166666666666667,0,0,0.0714285714285714,0.235,0.08,0.133,16,1,0.661,22,6,0.149,0.036,0.042,7,0,0.375,30,4,0.214,0.051,0.197,12,2,0.665,12,6,0.107142857142857,0.0935251798561151,0.214285714285714,-1,29,-1,-1,-1,-1,"middle","umpMiddle","FA",-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
"2156",3172,506924,0,0.0588235294117647,0.285714285714286,0,0.0588235294117647,0.166666666666667,0,0,0.0714285714285714,0.235,0.08,0.133,16,1,0.661,22,6,0.149,0.036,0.042,7,0,0.375,30,4,0.214,0.051,0.197,12,2,0.665,12,6,0.107142857142857,0.0935251798561151,0.214285714285714,-1,30,-1,-1,-1,-1,"low","umpLeft","FA",-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
"2157",3173,506924,0,0.0588235294117647,0.285714285714286,0,0.0588235294117647,0.166666666666667,0,0,0.0714285714285714,0.235,0.08,0.133,16,1,0.661,22,6,0.149,0.036,0.042,7,0,0.375,30,4,0.214,0.051,0.197,12,2,0.665,12,6,0.107142857142857,0.0935251798561151,0.214285714285714,-1,31,-1,-1,-1,-1,"low","umpLeft","SL",-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"2158",3174,506924,0,0.0588235294117647,0.285714285714286,0,0.0588235294117647,0.166666666666667,0,0,0.0714285714285714,0.235,0.08,0.133,16,1,0.661,22,6,0.149,0.036,0.042,7,0,0.375,30,4,0.214,0.051,0.197,12,2,0.665,12,6,0.107142857142857,0.0935251798561151,0.214285714285714,-1,32,-1,-1,-1,-1,"low","umpRight","FA",-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"2159",3175,506924,0,0.0588235294117647,0.285714285714286,0,0.0588235294117647,0.166666666666667,0,0,0.0714285714285714,0.235,0.08,0.133,16,1,0.661,22,6,0.149,0.036,0.042,7,0,0.375,30,4,0.214,0.051,0.197,12,2,0.665,12,6,0.107142857142857,0.0935251798561151,0.214285714285714,-1,33,-1,-1,-1,-1,"high","umpLeft","FA",-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"2160",3176,572863,0.0333333333333333,0.0740740740740741,0,0.0416666666666667,0.0681818181818182,0.114285714285714,0.0434782608695652,0.105263157894737,0.105263157894737,0.149,0.036,0.042,7,0,0.375,30,4,0.324,0.067,0.229,187,29,0.933,102,82,0.235,0.08,0.133,16,1,0.661,22,6,0.0606060606060606,0.0704607046070461,0.173228346456693,-1,34,-1,-1,-1,-1,"middle","umpMiddle","FA",1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
